ResponseId,StartDate,OverallSatisfaction,OpenResponse,QuestionCategory
R_2DN3afBZBnAAuiB,3/5/20 14:38,9,This service saves me so much money! I bought a two year membership and it paid for itself in the first semester. ,1
R_6mT1jVyG0fo1xdL,3/8/20 5:33,1,this service sucks,1
R_3090HgLTxhVnpaJ,11/1/18 16:22,1,this service sux,4
R_1f9IxNPAvKV9MMr,3/25/20 20:26,1,this shit blows,1
R_22Gs37Rg670UFIE,8/27/20 14:00,1,this shit sucks dick,1
R_2ea7xsYg7O7WGOS,3/16/20 22:19,5,This site apparently uses a lot of energy and tends to be extremely slow. ,1
R_2BzildSMOQTUqDR,2/18/20 10:20,5,this site could be way easier to use but its still very complicated,1
R_3GuFnq44FEekauy,4/18/20 14:39,5,This site crashes and or does not load very often. ,1
R_R1YOhf47fmQXwsN,2/19/19 12:17,1,This site does the exact opposite of assisting in the learning experience. ,1
R_3lPLwLpKTPYoK72,10/24/20 18:10,7,This site gets the job done. Sometimes I wish it has links to useful videos or solutions from other sites though. ,1
R_2ZJIpPygW8xA4Qv,12/8/18 13:53,1,This site glitched out more often then it worked.,4
R_2rwsAwRNxOPdHep,4/20/20 13:50,10,This site has everything advertised and needed for my courses. Content is displayed in an easy to navigate manner with a friendly interface. Highly impressed. Thank you for the outstanding product. ,1
R_2BwxPfEkngJncS6,4/16/21 15:40,10,This site is amazing ,1
R_3EsqKC7ZkXnPKzd,3/12/19 10:30,6,This site is not the most reliable. The practice problems in my textbook were hard to find. I had to search pages by number because the actual book has no numbers. I dislike that. Please put page numbers.,1
R_3hgS5paBKZpPEYP,3/12/19 22:16,4,"This site is super difficult to navigate.  Last semester it took me three days to find the correct link to locate the textbook I needed.  This semester, the correct link appeared because I did not clear out my cookies.  Then, I paid extra last year to use different sites that I can download my book and take it with me.  To difficult.  Make this site as easy to navigate as an apple iPhone.  ",1
R_W1LpNGajE2j3nMt,4/26/20 20:17,1,This site is unorganized.,4
R_8ffO0E1AKSjSfZv,9/8/18 16:13,5,this site locks up and freezes way too often,1
R_6sN2RrKtOgp0iiZ,10/2/20 20:10,3,this site sucks is confusing,1
R_3Mm7NzjnWjDFNwg,10/4/20 15:12,2,This software cost me a fortune.,1
R_29p5tIxQVwSdMAV,3/18/21 15:02,5,This software cost too much money for what it is.,1
R_24N9oIVZbHxC97c,3/27/19 10:01,1,This software is a complete organizational disaster. It simply makes learning harder not easier.  ,1
R_1jvtfF6nuFmoR8c,4/18/20 10:28,10,This software is awesome compared to others in use at schools today. I love the format and find using publisher1 to study quite pleasant.,1
R_3HHp76sWS7XKIJI,4/10/20 9:30,8,"This software is useful for teachter to put contact online. It gives us tips for college success, also career success.",1
R_2dKfSdXNzodxegQ,10/21/18 21:42,6,"This software needs to be more compatible with MacBooks.  I struggled a lot this mod because some of the features were not usable for me and this hindered me significantly!  I am a fully online student and had to take time off of work to go to the library to use a desktop because some features were completely dysfunctional on my Mac.  If this is going to be the case a disclaimer should be made for students with a Mac and for the ones impacted, a refund should be issued.  The software should be completely functional not partially functional.",1
R_28TXilUzQ5hBW1M,4/26/20 15:13,8,This source is too pricey,1
R_26eC6bymDBHu8B7,3/31/20 10:46,1,this sucks ,1
R_SUZozzJPHuJaMeZ,9/1/18 20:38,1,This sucks!,1
R_Z4qaFhhZJIM8AbT,8/28/20 19:09,1,"This sucks!  I'm not tech savvy.  This is not intuitive, or user friendly as far as I'm concerned.  ",1
R_1ewJLeyO2FCfTtW,2/15/19 13:33,1,this sucks. fuck you.,4
R_1ewJLeyO2FCfTtW,2/15/19 13:33,1,this sucks. i just need a course key. fuck you guys.,2
R_2CwQzta6YB9AyDP,3/6/19 15:44,1,This survey did not ask why for all of the -1s.  The publisher1 service is slow and it needs to be available on iPads.  Also it works best in chrome and I do not like using chrome since they have a bad habit of using everything I type in to build a profile about me.,1
R_1kSlrjbL1seEQM0,11/28/18 20:06,4,This survey has no value after using the product for 7 weeks. ,1
R_3lqHBRrhLKkEdDX,12/18/18 10:19,4,This survey is taking way too long and is asking questions I've alredy answered,3
R_27O7teQqTb1EFwT,12/18/18 0:45,1,"this survey is terrible. Fire your Customer Service analyst, they aren't doing you any favors. ",4
R_3hzScHa0ohoqFoq,11/29/18 5:09,1,this survey is too redundant.,1
R_3qO6XSjDVZEug6O,9/27/18 21:47,4,"This survey is very repetitive. Also I paid the extra $$ for product2 to have Product1 and easybib and product3 pro but literally all that it does is give me the links to make a free trial on those sites, which I could do anyways. Extra $30 is a total scam, product2 means literally nothing. boo",1
R_1kFc4g2BYbRuJxO,10/29/18 14:41,5,This survey lied about how long it was,1
R_31shyZB3E4pUXFK,2/5/20 11:03,10,This system is a blessing,1
R_31WQhvFeF3vXQeE,11/25/20 16:16,1,This system is full of glitches and the material for the courses is overly complicated. You all are making college students beholden to your shitty company.,1
R_ywPdP08DmJsDMUV,2/17/20 17:01,2,This system is more complicated to navigate through then it nees to be.  I also don't care for the mobile version.,1
R_PvYba4kklrFEq7n,3/19/19 13:07,5,"This system is overkill. Sure I'm getting a pretty fair value for $120, but if I only use product2 for one textbook and don't find use in the additional features like Product1, then I'm paying a lot. This system might be better if you could get a school to coordinate textbooks so that students could actually save money instead of paying 120 for publisher1 in addition to our other $700 worth of textbooks.",1
R_31HHOQtae9oNhUr,9/11/18 16:26,10,This system needs to be the norm for all college courses. so much more affordable than buying textbooks,1
R_79x2smFPZ2Zpab7,3/23/19 16:14,2,This system seems finickie. Every time i submit an assignment it marks something wrong that I've done correctly.,1
R_2fpuD1ngwDcwYPS,9/9/18 16:40,1,This thing is fucking garbage. Fire your programmers because this is actually a terribly made program. I'm an electrical engineer with ten years of programming under my belt and I can't get it to work.,1
R_24GcR275FDX9118,10/6/19 12:25,1,this thing never works and your website is so slow and confusing to uderstand,1
R_Ok6BzHcSeBNM47L,3/27/19 20:19,8,This time around it was easier to navigate the purchasing process.,3
R_3rMJPjdPmCSiGLB,9/9/18 23:56,1,This was a goat screw. You're screwing over college kids who are already struggling. ,1
R_1Nk7L46Pj06cszK,2/28/19 1:06,1,"This was a waste of time, why did I even bother?",1
R_2XbTRRQwhOubaHW,10/3/18 15:05,3,This was answered in the previous section,3
R_2rjURRYDHFpRfUo,12/2/18 16:23,6,This was my first class at the campus.  Did not know how to logon to school computers so long delay in accessing publisher1 or platform2 and remembering login info.  Also had flash player compatibility.,2
R_10UyfjuOfYZoXfL,7/3/19 14:34,1,This was required for my class and it costs as much as my class.,1
R_3hlQvzYCY3H0Pnh,2/20/20 13:53,9,This was the easiest download I have ever used,3
R_W1lbNkQ3aPbqdYR,11/29/20 15:23,8,This was the first time I used publisher1. It took a while for me to figure it out. It wasn't as user friendly. But it does make things easier. I do wish that there is a lot more I could with the app when I am away from my laptop.,1
R_1GkNqGysx2vxoSl,4/22/20 12:45,4,"This webiste is extremely hard to navigate. In addition to that, it marked answers incorrect even if they were correct but with mild error, such as accidentally hitting the space bar. I have worked with several other online learning sites before and can say this is my least liked service.",1
R_1hGWKdBkcQvZZtw,2/18/19 11:43,1,this website blows,4
R_Z9aUICiYSwAZPIB,4/5/20 12:51,3,This website do not work correct in my assignments.,1
R_1QhlQiD4LTIQ2kl,3/3/19 15:17,1,"THIS WEBSITE DOES NOT WORK PROPERLY, I have used it on various wifi's ",1
R_23dhSJ66hsQZ9Xk,2/19/21 19:03,1,This website fucking sucks,1
R_2waTokISd13pkyU,9/29/20 22:20,1,This website gives me a headache every single day,1
R_3QWvu4RcLaDjv3c,3/22/19 10:02,10,This website has always came in handing for school.,1
R_3J4YaJfvWhphJ2H,10/6/20 16:57,10,"This website has been helpful in so many different ways, and very easy to use.",1
R_2b1quZOR2Ugg5tW,4/25/20 15:00,10,This website has everything that students need to be successful in their classes,1
R_XYuaTJiFt4KSRK9,2/26/20 21:21,9,This website has given me everything I need for the books I was offered.,3
R_1Nbj1WpC3KrbKk9,11/30/20 22:27,1,this website is a scam and hard to navigate. ,1
R_1TyEMQNfIIwySvD,2/20/20 15:03,10,This website is amazing! And I feel like somebody actually cares about students,1
R_shz7ZfUMSLUdGgx,9/30/18 14:54,6,"This website is confusing, I can't find the page to order a physical copy of my textbook, and it's saying that my course expired even though it hasn't.",2
R_1mK69fpcX7yBBMP,6/20/19 18:51,3,This website is difficult to navagate,1
R_wLXBF7WloeHynDP,7/25/19 18:08,10,This website is easy to understand and navigate. The price is also very affordable for the value.,1
R_xnfpU8Q1Or1SyVb,9/3/18 16:25,1,"this website is hard to work, and for the price I pay it sure isn't worth it, especially considering I've had to make like 5 calls to customer service. but i have no choice.",1
R_pRRIHiAcv25dojf,4/10/20 19:55,1,This website is hared to operate and is no help. ,1
R_3R2uRSPCy6XUMc0,7/10/19 11:59,1,this website is jack shit stupid its not giving me the one thing that i need for my class and i payed 125$ for it! ,1
R_1CKCm3XliTODjeo,7/19/19 15:02,8,"this website is not easy to use on a tablet, phone or ipad.",1
R_2pYWcxLwUkCrLXJ,2/3/19 19:12,4,"this website is not user-friendly, even if you are computer savvy it is difficult to navigate.",2
R_XuhDNy5Lbs343LP,4/23/20 0:30,10,This website is really helpful,1
R_1MVTYfJkALDRVCa,3/28/21 22:26,1,This website is too confusing and costs wayyy too much money,1
R_p5U06xlV4L7ZoR3,1/27/19 11:40,1,This website is very difficult to navigate through. All the books for my courses are not available on publisher1. Print options are not easily accessible. I had to rent the books from the outside website without going through the publisher1 resulting in paying more. ,1
R_1Nk0OIENp62ZYnL,2/19/20 20:59,4,This website lags a lot and its kinda hard to figure out where everything is at. ,1
R_21GIulh8zAKmYOG,3/16/20 15:17,1,"this website navigates like shit, reading specific stuff for classes is incredibly difficult and everything loads slow. ",1
R_2TtkvvGgAcUaIoZ,8/23/20 15:59,1,"this website scams students. leading under false pretenses on price and not very upfront when discussing which package to purchase for specific classes. i also think its RIDICULOUS to charge a full subscription price for one class especially when the book is not included. you product2 ebook subscription is a joke, especially when i know all i needed was the ebook to do the class but nope, i have to pay 120 dollars for something i only need a small part of. honestly you all need to add more package options and have more reasonable prices for whats actually NEEDED. yes, its cool that i CAN order hard copy books but why is there no option for if i dont i honestly hate this site and am highly upset i even have to use it this semester i hope someone with a brain actually reads this and can decipher what i typed in a furious vent session but anywho have a nice day.",1
R_0jFR1CvUHsI9HcB,2/18/20 20:10,1,"This website stinks. Never logs me in the first time, always lags and glitches. Overall terrible experience and I HATE the fact I had to waste so much money for my 2 classes for this awful website, I already recommended to my professors that they stop using this website. It stinks.",1
R_1Q4T8SP7zoUkoKn,2/27/21 17:15,1,This website sucks. ,1
R_1GHzA4dIryvKltr,2/29/20 11:34,4,"This website times out very fast, it doesn't have a Windows app that sucks. Most student have a Windows operating system laptop and you guys don't even have a app.  Navigation is jittery ",1
R_BYbKG8XvjuCfg77,9/24/19 20:29,1,This website will not load for me most of the time,1
R_1lmfThh8dJat5ah,2/4/20 20:28,4,This website works too slow.,1
R_1DouQCR6oGMMatj,11/21/20 23:45,1,This whole program made me miserable.,1
R_2WBhkAfk6VxgUR5,10/25/20 19:15,1,This whole semester it is incredibly hard to load my books and assignments! It constantly stalls out and it even happens on the app. please fix this so I can work when I need to,1
R_31o0Q0M1w7VqdGs,9/10/18 16:21,6,"This whole transition for my university felt very rushed and unorganized. I liked that there were representatives available in my classes to speak to, however it's very hard to feel comfortable with a program when the sales and help team do not know about an issue that many people are having with the program and do not know how to fix it. In the future, better inform your team and enable students to have more time before their 'free trial' runs out, as this was the only way many of us could access the program while the glitches were being fixed. ",1
R_1hGWKdBkcQvZZtw,2/18/19 11:43,1,This whole website is a complete scam and everyone who has profited from this is a terrible person who is morally bankrupt and probably has not been able to please a woman at any time in their life. ,2
R_6W58C6Yrm6XsnsJ,10/22/18 0:42,1,"This whole website is an issue
",3
R_21zT0B0Lkrf8ElV,4/27/19 14:49,10,This would have saved me a lot of money when I was a Freshman. I had to buy several courses through publisher1 in a semester and it was annoying to have to spend so much for the same application but for different classes. ,1
R_3G6CSJvSCIKyonL,10/2/20 15:06,9,"though a few books I need are missing, this website is so helpful. The price is 100% worth it.",1
R_UGZBoAMFFEAdTRD,2/24/20 1:19,5,"Though I purchased publisher1, I am not able to access some courses, that I enrolled later . My publisher1 subscription period has not ended. So I should have access to all the courses that I enroll irrespective of the time of enrollment in each course",1
R_2RQfs0KZZ11b4P5,4/24/19 16:04,7,Though I really enjoy the access to books and study materials I have not been able to find the Product1 package that was advertised with product2. And I have tried looking for it several times/,1
R_sNeGlLSFUvOYGZj,1/15/19 0:55,10,"Though it's the cheapest option if I need full access to the class and the textbook, it's still very expensive for a 4-month session. I could've rented the book for $20 if the teacher allowed the students to use CANVAS which is an online service provided by the school for free.",3
R_5dPXoDBSzD4cZA5,8/22/20 18:06,5,"Though the content and resources available are user-friendly, the price is totally unreasonable, especially in consideration of the fact that most of your customer's are students. A $60 price increase for the 1-year subscription from last year is ridiculous.",1
R_2Sq6iAd3iVEHszw,7/23/19 15:21,10,Thought right after I purchased it my college announced they were providing the publisher1 Access to us.,3
R_1liBUCBIjExAyIc,3/2/19 17:20,8,Thought the price is a bit steep the textbook itâ€™s selft is super helpful and worth it in the long run ,1
R_2QLCgaaNLQc73S9,2/24/21 16:37,10,Through program ,1
R_vdE0a6M8KL0GAmJ,2/10/19 14:13,9,"Through the online version, when plugging in a page number the results are inaccurate to what would appear when flipping a real book to a certain page. ",1
R_vBpGK2iuRNI6vOF,10/4/20 10:19,9,"Through trial and error, I found the textbooks I needed. It was a bit tricky trying to figure out where the eTextbooks were in comparison to loose leaf textbooks when I would search for them. Other than that, this is fantastic! I love being able to have all my textbooks in one place!",1
R_2TMqKFz5pHE0ybc,3/6/19 11:44,4,"Thumbnails for some courses are too similar, and each course has multiple identical thumbnails for various materials for said course.  Users NEED the ability to create their own folders in order to organize their own dashboard in a way that actually works for them.",4
R_2TS4Eu9tsfyu5f8,3/18/20 21:34,4,"till now. Not bad but suddenly the Weighted Means (platform1) is all messed up, the dates suddenly are out of order, there not even there week, all my assignments are now in week 13. and there is nothing in recent activity scores chart. Sociology in Our Times: The Essentials, 11th Edition. And why is publisher1 so slow, I have accessed the publisher1 from several different computers and networks. Its slow no matter it is accessed from.",4
R_2CVvlbogiyG2Luc,11/14/18 3:21,5,"time consuming
",2
R_9ZT7HRm5Qu4w95n,11/27/20 16:02,10,time efficient and intuitive.  ,1
R_1dmkL5SkwfFXzIH,4/3/19 10:32,8,Time out too often and too soon,1
R_2cAQTXr2o8UjBXH,10/30/18 2:12,1,"Time outs, unable to find book after purchase. ",2
R_ebbI7cb7OtGGxSF,9/30/20 18:25,6,"Time runs out too quickly, even runs out when doing reading or projects",1
R_2tt9ZiqzRdRYKI5,2/22/21 20:03,6,Time/sign out time,1
R_3hfhA9mQ0amm3UX,9/17/18 10:11,7,Times out far too much when working on assignments and reading through course materials.,1
R_2P1F74rKFTLf574,4/23/20 18:34,2,"times out too fast, dont like the fact that i have to wait another day in order to complete my homework",1
R_UDXmsVsxkYfJnmV,9/29/20 12:04,8,"Times out too often, would help if the textbook was in pdf form, also an app would be helpful!",1
R_3qProNsvEo5OiCR,3/9/20 12:21,5,Times out too quickly ,5
R_3F5kHcq2J5gjQpY,4/22/21 1:19,5,times out way to quick! Slow loading times and not easy to navigate books.,1
R_3MtcFaOLxwOXyam,2/2/20 21:49,2,Times out way to quickly!,1
R_2CPUfN8J3syhBFH,7/2/19 13:57,9,'tis fine,5
R_3qQYhLnF10MZ8lZ,10/10/18 13:45,4,to be fair I have not explored other materials on publisher1 because it is limited to my classes.  ,1
R_5himreNx6nzgcLf,10/5/20 0:35,3,"To be honest, i am a high schooler and this pandemic is causing all of us to be stressed out with everything including school. I thought this program was going to be easy but its actually difficult and there are too many cases with each task, i think 2 and the review is enough and not 5. I am being put to work on 5 cases a week and i cant do 5 a week it is very stressful. And its not just me its most of my classmates and i bet others can agree as well. Im being forced to work on this program. maybe having free tutors with this program is best because my teacher does not want to help me or my classmates. ",1
R_1Q4oFRw4eluOjsV,3/1/20 17:08,5,"To began, It sign me out every 5 minutes when sometimes i am just reading. Two, when customer service is trash this people don't do there job appropiate, I have created a case and in the last 2 month they have not answer. Three it is super expensive especially when you are only take one class that uses this. The books take a long time to download and sometimes they don't even download at all you have to open them with different browsers. ",1
R_3qDNmuD22SYdEXV,10/4/20 18:41,5,to behonest I have onlyhadone course utilizing publisher1,1
R_cTODDyiAHUnYHPr,4/18/20 15:11,10,to easy to use ,1
R_3QFx1UE0IbuLprV,3/24/20 18:27,4,to expansive ,3
R_20SEX7kO7XdCFWA,12/4/18 10:25,9,To expensive,1
R_3DjdXYSg5Vz9jvv,3/6/19 13:10,5,TO EXPENSIVE,3
R_r8PUmGg6wqxDeLL,3/19/19 14:32,1,to expensive,1
R_1NDomJutTKHwtDJ,1/14/19 16:37,5,To expensive and difficulty renewing,2
R_1rHaTUADBC3Eph3,10/14/18 18:19,1,TO EXPENSIVE FOR A PIECE OF CRAP PROGRAM. ,3
R_Dxe1TOpMd2jOXol,10/27/20 14:25,10,to help your platform,1
R_2ZOeAHNrYdZ9coS,1/7/19 14:24,2,to many links,4
R_2XhDtzCtA0hRaZa,9/29/20 16:08,5,To many pop ups ,1
R_u7Umj21yAs6Y0ql,10/17/18 23:20,8,to many tabs that don't go to right course,4
R_3qMS6af2yCHXz57,10/23/18 20:37,6,"To me, there were too many books in too many places for my course.",4
R_1IgfExvWXSli2Jh,2/6/20 0:18,6,To Much Going on,1
R_SW5MXI9PO0OZs2Z,9/29/19 16:02,3,to much lag and times out to often.,5
R_31zqeOFeWRSQfv2,12/13/18 8:22,3,to much money for a code and its not the best at all like mylab  better,3
R_3kGShD0IQ6TJ8is,10/6/20 10:31,1,to much work,1
R_2EsZOXyJwP0EfKo,3/15/19 22:38,4,To slow,1
R_3Kp9nJMZRsBW0lQ,2/26/20 10:36,6,"To slow at times, hard to navigate when looking for other books for a different course",1
R_3VnEawXaF4ybTkB,2/24/19 21:07,10,"todo esta chevere, pajita y pulenta. ",1
R_3GfGXhRhW19lu6f,2/24/19 20:17,5,Told to buy wrong package ,3
R_28XOIAUnnGOJorx,12/12/18 20:55,3,tons of technical issues with simulations,2
R_BJx2h69u3YhSoKZ,1/17/19 12:15,1,Too  disjointed when linked back to blackboard. Some here some there some in-between.  It's like a three card monty with students,4
R_2S16VosDpSBuURR,2/10/19 8:42,7,too busy,4
R_1GP5eQC6iIw4M8a,4/19/20 18:06,2,Too complex. So many different things in different areas and a pain in the ass to find what you need. ,1
R_1esZ6Rj4BqOv1Lc,3/23/19 0:08,1,Too complicated ,1
R_2wHPQB73WnZO2dV,2/3/19 23:44,1,Too complicated ,3
R_26mu2drI2LTWwty,1/8/19 18:03,9,too complicated and too much,3
R_2wHPQB73WnZO2dV,2/3/19 23:44,1,too complicated to locate work,4
R_QaYPoKex4Zal7uF,10/9/18 3:22,3,"Too complicated, finding the right email and class course",2
R_UPGkG4fp7fGuys1,1/23/20 23:23,1,"Too complicated. Had to buy access from my bookstore, follow a link to another code, create an account here, entered that code, saw my book for a split second, then is disappeared. I have no class materials and the code no longer works!",4
R_ZjBkCXfz38hhOMN,9/1/18 15:57,3,Too complicated. if its product2 then why should i need an access key???????,1
R_1gvGVwq4J17cg3O,10/4/18 13:03,6,too confusing,4
R_3FW3L2ZrigEXdVO,9/26/19 14:37,4,Too confusing,4
R_3ygQPhQGgogVNe1,12/21/18 17:25,4,too confusing,2
R_3ygQPhQGgogVNe1,12/21/18 17:25,4,too confusing,3
R_3fP0C0PBlh7Dyxr,3/20/19 22:01,1,too confusing,1
R_12Fvw0D6BmjZrb2,10/3/18 18:22,1,Too confusing weird way to get to text book ,4
R_2B2Pbt2ohSWLJUC,2/4/19 19:53,1,Too damn expensive,2
R_2B2Pbt2ohSWLJUC,2/4/19 19:53,1,too damn expensive,3
R_2B2Pbt2ohSWLJUC,2/4/19 19:53,1,too damn expensive,4
R_3nDy0Q5KwGTjM58,2/11/19 19:00,1,too damn expensive and all I want is the homework and a cheaper option just for the homework doesn't exist ,2
R_2638TeRxNRGo6kW,7/20/19 14:28,1,Too damn expensive for only 2 weeks of course work. Cant even find my book key and cant access Heinle,1
R_WBuvVSdxtrJeeqt,3/25/19 18:07,1,too damn expensive you selfish company,1
R_V1OHvI6seHvFWYF,11/14/18 21:22,4,Too difficult to access ,3
R_1gbFWeTvDwYlL1a,7/17/19 22:55,5,Too easy to make unintentional mistakes.,1
R_1PUjSyFckPlPgy4,2/12/20 6:56,7,Too expansive for those that have to pay out of pocket,1
R_3EGao7XrOjWKjpl,8/28/18 12:03,9,Too Expensive,1
R_28TXilUzQ5hBW1M,4/26/20 15:13,8,Too expensive,3
R_3HCgPDtkRmQpWSl,1/23/19 22:02,8,Too expensive,3
R_2QZ3vMYViMzmyLM,12/2/18 13:46,8,too expensive,4
R_28S9kD5BLk5fIOh,10/4/18 19:26,8,too expensive,3
R_1MM4lgvUU9Xz9HF,3/27/20 12:29,7,too expensive,1
R_1GsmBfVtusHaSA1,2/24/20 21:41,7,too expensive,3
R_OQgVqIOlnu5UYP7,2/28/19 18:59,7,TOO EXPENSIVE,3
R_3jZF5BPW10G3vIO,12/11/18 20:53,7,too expensive,2
R_3jZF5BPW10G3vIO,12/11/18 20:53,7,too expensive,3
R_1hTrHU1Cdd8phrW,12/5/18 18:12,7,too expensive,3
R_80xJf3My2XUt3Ud,10/30/18 19:56,7,Too expensive,2
R_80xJf3My2XUt3Ud,10/30/18 19:56,7,Too expensive,3
R_qvUnVjsUjLEVW7L,9/20/18 16:42,7,Too expensive,3
R_3noq8CjPzhu955c,3/31/20 0:10,6,Too expensive,1
R_cvdrDlXudbRw5tD,2/6/20 17:23,6,Too expensive,1
R_1DBCAZ28PYQf2BV,1/26/20 11:43,6,too expensive,1
R_2dlPJMinxA8jZTU,2/14/19 15:07,6,too expensive,3
R_3CPD3E3xAdrCzSm,11/14/18 22:12,6,Too expensive,3
R_2CwS7YYsWQuhdmO,10/26/18 11:50,6,too expensive,3
R_2AG2KJ7xWHk8HFX,3/22/21 19:15,5,Too expensive,1
R_O7j5DFMpctwdi6Z,4/22/20 20:45,5,too expensive,1
R_1QGzfRGW2iJHPWe,2/13/20 18:32,5,too expensive,1
R_30vPDK764LuDu2Z,11/5/18 18:19,5,too expensive,3
R_vwaPWYEZ4ljA0PD,9/23/20 17:56,5,Too expensive,1
R_3PixLwZpNstHOc9,3/6/21 14:28,4,Too expensive,1
R_323WnxK1wClpCLe,6/14/19 15:47,4,too expensive,3
R_1GVcNpNK15JSLN6,12/12/18 16:03,4,too expensive,3
R_1LdtonnN1rp2hpL,10/20/18 21:58,4,too expensive,3
R_1LwiOy22e4UBuhj,2/3/20 14:54,3,too expensive,1
R_0p4NOChK3DX8gZb,2/14/19 21:13,3,too expensive,3
R_1Ff6VEmcbikpzbq,3/29/20 14:45,2,too expensive,1
R_3ptordybIPvJCgM,3/18/19 16:24,2,too expensive,3
R_REo5gKlG01sjI77,2/16/20 3:51,1,Too expensive,1
R_1lc0jYW6JisZbpx,2/12/20 11:04,1,Too expensive,1
R_VPxhUfiBUD2o2Pf,2/5/20 19:26,1,too expensive,1
R_3nDy0Q5KwGTjM58,2/11/19 19:00,1,TOO EXPENSIVE,3
R_3NIJlZPT43R1gYb,1/18/19 15:53,1,Too expensive,2
R_2dM9Mxoy0mbEyAS,11/16/18 2:18,1,too expensive,2
R_2UgOJ8ci7sfYP62,9/9/18 19:41,1,Too Expensive,1
R_3hyF5VI3qs8Gg4p,9/3/20 0:14,1,too expensive,1
R_3nD9kbPeEUvj88l,9/26/20 20:19,1,too expensive,1
R_246NdKxnLKUPMLN,3/2/19 14:16,7,Too expensive ,3
R_23gxSroQhIkVgzf,7/31/19 20:08,5,Too expensive ,3
R_pGYR5ADt6sgEo7f,7/21/19 22:45,5,TOO EXPENSIVE ,1
R_3rYuFsptqZJ1CMB,11/4/18 14:10,5,too expensive ,2
R_1LtA2eiMGtA5hzq,2/27/20 15:43,2,too expensive ,1
R_1in7goy8NKSTpOE,10/9/18 22:22,8,Too expensive and confusing,3
R_2TEJrq6xvDGnCMG,11/13/18 17:34,8,Too expensive and difficult to distinguish whether you're buying a book or a website account,3
R_Asp9DU11flC2KMF,2/6/20 13:05,6,too expensive and I do not use every function,1
R_1K0X0vcoUFcYqI8,2/8/20 11:58,4,too expensive and I still need course codes,1
R_3EApX8ZuaLr69h7,3/2/21 21:12,3,too expensive and not easy to navigate,1
R_1GNOnKMLqTAQiPj,10/17/18 21:40,2,"Too expensive and not worth it. If I could get a refund, I would. ",3
R_1GCAVRXPmONOPZa,3/18/19 9:51,1,too expensive and not worth the cost.,1
R_1gcZyrgdxsxM8fk,2/18/20 8:20,4,Too expensive and not worth the price --  I wish I didn't have to purchase access to an expensive online platform just to be able to complete my homework,1
R_2rMA4iBVgZ5KYCl,10/8/18 13:14,3,Too expensive and platform2 is not user friendly. ,3
R_27PD28Vp6qhJbNY,11/5/18 17:36,2,"TOO EXPENSIVE AND WASTE OF MONEY FOR product2, IT DOES NOTHING.",1
R_31gheQMUCV7ORBo,3/17/20 20:16,4,Too expensive dont use any of extra features,1
R_1ohEM7Pv15pRDOk,2/20/19 17:29,1,Too expensive feel ripped off and annoying to work with not the Spanish program does not make sense and I'm bilingual.  ,3
R_2v1RIUiIMkSIjJ9,12/16/18 21:14,7,too expensive for 1 class,2
R_87FEQoxAq5Z7P0t,12/3/18 19:14,8,Too expensive for just one semester.,3
R_1mxD3gsWymM0fYm,1/29/20 17:51,7,"Too expensive for most college students, however it is nice to have access to all of the textbooks. Also no immediate page numbers are a major design flaw in my opinion. ",1
R_vwYu3tYe4X8v0SB,10/8/18 19:46,3,"Too expensive for my budget, especially after paying for the textbook. See earlier complaint.",3
R_3oKISNPaOjnHNqk,10/2/20 13:20,1,Too expensive for the lack of ease and access on this website and app,1
R_3NPOlrtQosuR9AD,3/28/19 20:40,1,too expensive for the offer,1
R_3HUq5D9jvCgKvSa,3/26/19 22:32,2,too expensive for what i need it for. would be much cheaper to just buy a used book. ,1
R_2QinmFTubVq9rBi,4/24/19 22:31,6,"Too expensive for what is given, App is incompatible with nearly every assignment, easy to navigate publisher1.",1
R_22kMdp35PRWDEkP,3/17/19 10:04,2,too expensive for what is offered,1
R_2X6wY1IaP4bVaJG,1/26/20 20:36,4,too expensive for what it is,1
R_1EcJ5XGJoHIJltz,7/14/19 20:56,4,Too expensive for what it is,1
R_3EuJ7rZSvB1ZZU8,2/24/19 22:27,6,Too expensive not sure if signup was completed,3
R_OduFF0hSgihLPKp,2/20/19 17:17,1,too expensive to fill some fat guy girls pockets complete idiots,3
R_1hBkEmRmCD1qRYc,10/18/20 0:55,4,Too expensive when tuition is already thousands a year,1
R_szhITO4dNGNbc89,11/1/18 9:17,7,too expensive with not enough of the books I need to use for school.,3
R_2WUXYxhYB6lveNj,9/30/18 22:24,5,"too expensive
",1
R_2PnhNbQscCs58os,12/3/18 16:28,8,Too expensive!,1
R_1QrOCcMtTK2vVNA,2/16/20 3:52,2,"Too expensive! Though, the included partner perks are nice. ",1
R_3s7w5HkuUyMBQEH,2/4/19 23:33,1,TOO EXPENSIVE!!,1
R_3s7w5HkuUyMBQEH,2/4/19 23:33,1,TOO EXPENSIVE!!!,3
R_3s7w5HkuUyMBQEH,2/4/19 23:33,1,TOO EXPENSIVE!!!,4
R_1FW4fPTmaEhxJpD,10/3/20 11:30,7,too expensive!!!!,1
R_3s7w5HkuUyMBQEH,2/4/19 23:33,1,TOO EXPENSIVE!!!!,2
R_cJ8EO0wdt47LAvD,2/23/20 18:51,1,"too expensive, confusing. ",1
R_24IYdP7j296WLgm,9/28/18 12:54,2,"Too expensive, did not receive my access code immediately",3
